shot_id,episode,scene,shot_number,duration,shot_type,camera_angle,camera_movement,lens,focus,key_light,lighting_style,color_temp,light_direction,shadows,framing,depth,headroom,lead_room,negative_space,character,emotion,action,eyeline,blocking,location,time_of_day,weather,props,costume,color_palette,dialogue,sfx,music,ambience,transition_in,transition_out,pacing,beat,phase,emotional_intensity,purpose_in_arc,visual_subtext,fg_element,mg_focus,bg_ambiance,space_emotion,director_ref,prompt_style,prompt_mood,prompt_lighting
"E015_S038","15","4","38","3.3","XLS","High-angle","Crane-up","Normal 50mm","Shallow","Practical","Split","Mixed","Back","None","Dynamic-diagonal","Split","Cropped","Off-frame","No","群演","希望","動作描述","Off-R","Enter-R","場景","黎明","雪天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","迴響","Iris","Cut","Fast","Release","起","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","虛化","疏離","陳凱歌","中式留白","Chaotic","Butterfly lighting"
"E015_S039","15","4","39","2.2","OTS","Bird-eye","Handheld","Tele 85mm","Rack-focus","Mixed","Silhouette","Golden-hour","Top","Dappled","Rule-of-thirds","FG-focus","Breathing-room","Looking-room","No","主角","絕望","動作描述","Down","Exit-L","場景","黎明","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","機械","","空曠","Cut","Dissolve","Slow","Release","起","4","餘韻","視覺潛台詞描述","無","中景焦點","活動","溫馨","陳凱歌","中式留白","Intimate","Silhouette lighting"
"E015_S040","15","4","40","3.2","POV","Oblique","Drone-arc","Tele 135mm","Split-diopter","Hard-key","Natural","Warm-3200K","Rim","Harsh","Symmetry","MG-focus","Tight","Lead-left","Yes","配角","平靜","動作描述","Up","Exit-R","場景","黎明","晴天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","背景配樂","壓抑","Dissolve","Fade-in","Medium","Release","起","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","城市景","神秘","陳凱歌","中式留白","Epic","Chiaroscuro lighting"
"E015_S041","15","5","41","4.9","2Shot","Low-angle","Whip-pan","Macro","Deep","Soft-key","Low-key","Neutral-5600K","3-point","Soft","Frame-within-frame","BG-focus","Normal","Lead-right","No","群演","驚訝","動作描述","Distance","Cross","場景","黎明","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","溫馨","Fade-in","Fade-out","Fast","Release","起","4","餘韻","視覺潛台詞描述","框架元素","中景焦點","自然景","危險","陳凱歌","中式留白","Melancholic","Natural lighting"
"E015_S042","15","5","42","4.4","3Shot","Worm-eye","Pan-L","Wide 16mm","Shallow","Natural","Split","Cool-7000K","Front","Dramatic","Golden-ratio","Deep-all","Loose","Center","No","主角","糾結","動作描述","Camera","Turn","場景","黎明","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","衣物","","安靜","Fade-out","Match-cut","Slow","Release","起","4","餘韻","視覺潛台詞描述","引導線","中景焦點","室內","壓抑","陳凱歌","中式留白","Tense","High-key lighting"
"E015_S043","15","5","43","4.2","Insert","Eye-level","Tilt-up","Normal 35mm","Rack-focus","Practical","Silhouette","Mixed","Side-L","None","Leading-lines","Layered","Cropped","Off-frame","No","配角","堅定","動作描述","Off-L","Sit","場景","黎明","雪天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","嘈雜","Match-cut","J-cut","Medium","Release","起","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","虛化","開闘","陳凱歌","中式留白","Hopeful","Low-key lighting"
"E015_S044","15","5","44","5.0","Reaction","Dutch","Dolly-in","Normal 50mm","Split-diopter","Mixed","Natural","Golden-hour","Side-R","Dappled","Center","Split","Breathing-room","Looking-room","Yes","群演","迷茫","動作描述","Off-R","Stand","場景","黎明","霧天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","迴響","J-cut","L-cut","Fast","Release","起","4","餘韻","視覺潛台詞描述","無","中景焦點","活動","疏離","陳凱歌","中式留白","Desperate","Rembrandt lighting"
"E015_S045","15","5","45","4.0","ECU","Canted","Truck-L","Tele 85mm","Deep","Hard-key","Low-key","Warm-3200K","Back","Harsh","Dynamic-diagonal","FG-focus","Tight","Lead-left","No","主角","緊張","動作描述","Down","Static","場景","黎明","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","水聲","","空曠","L-cut","Wipe","Slow","Release","起","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","城市景","溫馨","陳凱歌","中式留白","Serene","Split lighting"
"E016_S001","16","1","1","2.7","CU","Dutch","Pan-R","Normal 35mm","Shallow","Practical","Rembrandt","Cool-7000K","Side-L","Dramatic","Rule-of-thirds","Split","Normal","Center","No","配角","希望","動作描述","Off-L","Enter-L","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","嘈雜","Iris","Cut","Medium","Setup","承","1","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","開闘","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S002","16","1","2","4.0","MCU","Canted","Tilt-down","Normal 50mm","Rack-focus","Mixed","Butterfly","Mixed","Side-R","None","Symmetry","FG-focus","Loose","Off-frame","No","群演","絕望","動作描述","Off-R","Enter-R","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","","迴響","Cut","Dissolve","Fast","Setup","承","1","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","疏離","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S003","16","1","3","4.4","MS","High-angle","Dolly-out","Tele 85mm","Split-diopter","Hard-key","Chiaroscuro","Golden-hour","Back","Dappled","Frame-within-frame","MG-focus","Cropped","Looking-room","No","主角","平靜","動作描述","Down","Exit-L","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","呼吸","","空曠","Dissolve","Fade-in","Slow","Setup","承","2","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","溫馨","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S004","16","1","4","3.7","MLS","Bird-eye","Truck-R","Tele 135mm","Deep","Soft-key","High-key","Warm-3200K","Top","Harsh","Golden-ratio","BG-focus","Breathing-room","Lead-left","Yes","配角","驚訝","動作描述","Up","Exit-R","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","壓抑","Fade-in","Fade-out","Medium","Setup","承","2","鋪墊","視覺潛台詞描述","無","中景焦點","城市景","神秘","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S005","16","1","5","4.5","LS","Oblique","Crane-down","Macro","Shallow","Natural","Rembrandt","Neutral-5600K","Rim","Soft","Leading-lines","Deep-all","Tight","Lead-right","No","群演","糾結","動作描述","Distance","Cross","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","溫馨","Fade-out","Match-cut","Fast","Setup","承","1","鋪墊","視覺潛台詞描述","模糊前景","中景焦點","自然景","危險","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E016_S006","16","1","6","2.4","ELS","Low-angle","Steadicam","Wide 16mm","Rack-focus","Practical","Butterfly","Cool-7000K","3-point","Dramatic","Center","Layered","Normal","Center","No","主角","堅定","動作描述","Camera","Turn","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","人群","","安靜","Match-cut","J-cut","Slow","Setup","承","2","鋪墊","視覺潛台詞描述","框架元素","中景焦點","室內","壓抑","陳凱歌","中式留白","Intimate","Chiaroscuro lighting"
"E016_S007","16","1","7","4.1","XLS","Worm-eye","Vertigo","Normal 35mm","Split-diopter","Mixed","Chiaroscuro","Mixed","Front","None","Dynamic-diagonal","Split","Loose","Off-frame","No","配角","迷茫","動作描述","Off-L","Sit","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","機械","","嘈雜","J-cut","L-cut","Medium","Setup","承","1","鋪墊","視覺潛台詞描述","引導線","中景焦點","虛化","開闘","陳凱歌","中式留白","Epic","Natural lighting"
"E016_S008","16","1","8","3.7","OTS","Eye-level","Static","Normal 50mm","Deep","Hard-key","High-key","Golden-hour","Side-L","Dappled","Rule-of-thirds","FG-focus","Cropped","Looking-room","Yes","群演","緊張","動作描述","Off-R","Stand","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","","迴響","L-cut","Wipe","Fast","Setup","承","2","鋪墊","視覺潛台詞描述","遮擋物","中景焦點","活動","疏離","陳凱歌","中式留白","Melancholic","High-key lighting"
"E016_S009","16","1","9","4.3","POV","Dutch","Pan-R","Tele 85mm","Shallow","Soft-key","Rembrandt","Warm-3200K","Side-R","Harsh","Symmetry","MG-focus","Breathing-room","Lead-left","No","主角","悲傷","動作描述","Down","Static","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","環境音","","空曠","Wipe","Iris","Slow","Build","承","2","升溫","視覺潛台詞描述","無","中景焦點","城市景","溫馨","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S010","16","1","10","2.8","2Shot","Canted","Tilt-down","Tele 135mm","Rack-focus","Natural","Butterfly","Neutral-5600K","Back","Soft","Frame-within-frame","BG-focus","Tight","Lead-right","No","配角","喜悅","動作描述","Up","Enter-L","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","背景配樂","壓抑","Iris","Cut","Medium","Build","承","2","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","神秘","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S011","16","2","11","4.8","3Shot","High-angle","Dolly-out","Macro","Split-diopter","Practical","Chiaroscuro","Cool-7000K","Top","Dramatic","Golden-ratio","Deep-all","Normal","Center","No","群演","憤怒","動作描述","Distance","Enter-R","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","溫馨","Cut","Dissolve","Fast","Build","承","3","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","危險","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S012","16","2","12","3.4","Insert","Bird-eye","Truck-R","Wide 16mm","Deep","Mixed","High-key","Mixed","Rim","None","Leading-lines","Layered","Loose","Off-frame","Yes","主角","恐懼","動作描述","Camera","Exit-L","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","風聲","","安靜","Dissolve","Fade-in","Slow","Build","承","2","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","壓抑","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S013","16","2","13","4.3","Reaction","Oblique","Crane-down","Normal 35mm","Shallow","Hard-key","Rembrandt","Golden-hour","3-point","Dappled","Center","Split","Cropped","Looking-room","No","配角","希望","動作描述","Off-L","Exit-R","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","嘈雜","Fade-in","Fade-out","Medium","Build","承","2","升溫","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E016_S014","16","2","14","3.3","ECU","Low-angle","Steadicam","Normal 50mm","Rack-focus","Soft-key","Butterfly","Warm-3200K","Front","Harsh","Dynamic-diagonal","FG-focus","Breathing-room","Lead-left","No","群演","絕望","動作描述","Off-R","Cross","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","迴響","Fade-out","Match-cut","Fast","Build","承","3","升溫","視覺潛台詞描述","無","中景焦點","城市景","疏離","陳凱歌","中式留白","Intimate","Chiaroscuro lighting"
"E016_S015","16","2","15","2.6","BCU","Worm-eye","Vertigo","Tele 85mm","Split-diopter","Natural","Chiaroscuro","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Tight","Lead-right","No","主角","平靜","動作描述","Down","Turn","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","機械","","空曠","Match-cut","J-cut","Slow","Build","承","3","升溫","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","陳凱歌","中式留白","Epic","Natural lighting"
"E016_S016","16","2","16","4.0","CU","Eye-level","Static","Tele 135mm","Deep","Practical","High-key","Cool-7000K","Side-R","Dramatic","Symmetry","BG-focus","Normal","Center","Yes","配角","驚訝","動作描述","Up","Sit","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","","壓抑","J-cut","L-cut","Medium","Build","承","3","升溫","視覺潛台詞描述","框架元素","中景焦點","室內","神秘","陳凱歌","中式留白","Melancholic","High-key lighting"
"E016_S017","16","2","17","3.6","MCU","Dutch","Pan-R","Macro","Shallow","Mixed","Rembrandt","Mixed","Back","None","Frame-within-frame","Deep-all","Loose","Off-frame","No","群演","糾結","動作描述","Distance","Stand","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","溫馨","L-cut","Wipe","Fast","Build","承","2","升溫","視覺潛台詞描述","引導線","中景焦點","虛化","危險","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S018","16","2","18","4.6","MS","Canted","Tilt-down","Wide 16mm","Rack-focus","Hard-key","Butterfly","Golden-hour","Top","Dappled","Golden-ratio","Layered","Cropped","Looking-room","No","主角","堅定","動作描述","Camera","Static","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","衣物","","安靜","Wipe","Iris","Slow","Tension","承","2","爆發","視覺潛台詞描述","遮擋物","中景焦點","活動","壓抑","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S019","16","2","19","5.0","MLS","High-angle","Dolly-out","Normal 35mm","Split-diopter","Soft-key","Chiaroscuro","Warm-3200K","Rim","Harsh","Leading-lines","Split","Breathing-room","Lead-left","No","配角","迷茫","動作描述","Off-L","Enter-L","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","嘈雜","Iris","Cut","Medium","Tension","承","3","爆發","視覺潛台詞描述","無","中景焦點","城市景","開闘","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S020","16","2","20","2.1","LS","Bird-eye","Truck-R","Normal 50mm","Deep","Natural","High-key","Neutral-5600K","3-point","Soft","Center","FG-focus","Tight","Lead-right","Yes","群演","緊張","動作描述","Off-R","Enter-R","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","背景配樂","迴響","Cut","Dissolve","Fast","Tension","承","3","爆發","視覺潛台詞描述","模糊前景","中景焦點","自然景","疏離","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S021","16","3","21","3.7","ELS","Oblique","Crane-down","Tele 85mm","Shallow","Practical","Rembrandt","Cool-7000K","Front","Dramatic","Dynamic-diagonal","MG-focus","Normal","Center","No","主角","悲傷","動作描述","Down","Exit-L","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","水聲","","空曠","Dissolve","Fade-in","Slow","Tension","承","3","爆發","視覺潛台詞描述","框架元素","中景焦點","室內","溫馨","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E016_S022","16","3","22","3.9","XLS","Low-angle","Steadicam","Tele 135mm","Rack-focus","Mixed","Butterfly","Mixed","Side-L","None","Rule-of-thirds","BG-focus","Loose","Off-frame","No","配角","喜悅","動作描述","Up","Exit-R","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","壓抑","Fade-in","Fade-out","Medium","Tension","承","3","爆發","視覺潛台詞描述","引導線","中景焦點","虛化","神秘","陳凱歌","中式留白","Intimate","Chiaroscuro lighting"
"E016_S023","16","3","23","4.2","OTS","Worm-eye","Vertigo","Macro","Split-diopter","Hard-key","Chiaroscuro","Golden-hour","Side-R","Dappled","Symmetry","Deep-all","Cropped","Looking-room","No","群演","憤怒","動作描述","Distance","Cross","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","機械","","溫馨","Fade-out","Match-cut","Fast","Tension","承","3","爆發","視覺潛台詞描述","遮擋物","中景焦點","活動","危險","陳凱歌","中式留白","Epic","Natural lighting"
"E016_S024","16","3","24","3.8","POV","Eye-level","Static","Wide 16mm","Deep","Soft-key","High-key","Warm-3200K","Back","Harsh","Frame-within-frame","Layered","Breathing-room","Lead-left","Yes","主角","恐懼","動作描述","Camera","Turn","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","腳步聲","","安靜","Match-cut","J-cut","Slow","Tension","承","3","爆發","視覺潛台詞描述","無","中景焦點","城市景","壓抑","陳凱歌","中式留白","Melancholic","High-key lighting"
"E016_S025","16","3","25","3.4","2Shot","Dutch","Pan-R","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Top","Soft","Golden-ratio","Split","Tight","Lead-right","No","配角","希望","動作描述","Off-L","Sit","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","嘈雜","J-cut","L-cut","Medium","Tension","承","3","爆發","視覺潛台詞描述","模糊前景","中景焦點","自然景","開闘","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S026","16","3","26","4.8","3Shot","Canted","Tilt-down","Normal 50mm","Rack-focus","Practical","Butterfly","Cool-7000K","Rim","Dramatic","Leading-lines","FG-focus","Normal","Center","No","群演","絕望","動作描述","Off-R","Stand","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","","迴響","L-cut","Wipe","Fast","Tension","承","3","爆發","視覺潛台詞描述","框架元素","中景焦點","室內","疏離","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S027","16","3","27","3.0","Insert","High-angle","Dolly-out","Tele 85mm","Split-diopter","Mixed","Chiaroscuro","Mixed","3-point","None","Center","MG-focus","Loose","Off-frame","No","主角","平靜","動作描述","Down","Static","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","呼吸","","空曠","Wipe","Iris","Slow","Climax","承","3","回落","視覺潛台詞描述","引導線","中景焦點","虛化","溫馨","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S028","16","3","28","2.8","Reaction","Bird-eye","Truck-R","Tele 135mm","Deep","Hard-key","High-key","Golden-hour","Front","Dappled","Dynamic-diagonal","BG-focus","Cropped","Looking-room","Yes","配角","驚訝","動作描述","Up","Enter-L","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","壓抑","Iris","Cut","Medium","Climax","承","4","回落","視覺潛台詞描述","遮擋物","中景焦點","活動","神秘","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S029","16","3","29","2.8","ECU","Oblique","Crane-down","Macro","Shallow","Soft-key","Rembrandt","Warm-3200K","Side-L","Harsh","Rule-of-thirds","Deep-all","Breathing-room","Lead-left","No","群演","糾結","動作描述","Distance","Enter-R","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","溫馨","Cut","Dissolve","Fast","Climax","承","6","回落","視覺潛台詞描述","無","中景焦點","城市景","危險","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E016_S030","16","3","30","3.8","BCU","Low-angle","Steadicam","Wide 16mm","Rack-focus","Natural","Butterfly","Neutral-5600K","Side-R","Soft","Symmetry","Layered","Tight","Lead-right","No","主角","堅定","動作描述","Camera","Exit-L","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","人群","背景配樂","安靜","Dissolve","Fade-in","Slow","Climax","承","6","回落","視覺潛台詞描述","模糊前景","中景焦點","自然景","壓抑","陳凱歌","中式留白","Intimate","Chiaroscuro lighting"
"E016_S031","16","4","31","4.8","CU","Worm-eye","Vertigo","Normal 35mm","Split-diopter","Practical","Chiaroscuro","Cool-7000K","Back","Dramatic","Frame-within-frame","Split","Normal","Center","No","配角","迷茫","動作描述","Off-L","Exit-R","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","機械","高潮配樂","嘈雜","Fade-in","Fade-out","Fast","Climax","承","8","回落","視覺潛台詞描述","框架元素","中景焦點","室內","開闘","陳凱歌","中式留白","Epic","Natural lighting"
"E016_S032","16","4","32","3.4","MCU","Eye-level","Static","Normal 50mm","Deep","Mixed","High-key","Mixed","Top","None","Golden-ratio","FG-focus","Loose","Off-frame","Yes","群演","緊張","動作描述","Off-R","Cross","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","高潮配樂","迴響","Fade-out","Match-cut","Fast","Climax","承","9","回落","視覺潛台詞描述","引導線","中景焦點","虛化","疏離","陳凱歌","中式留白","Melancholic","High-key lighting"
"E016_S033","16","4","33","3.7","MS","Dutch","Pan-R","Tele 85mm","Shallow","Hard-key","Rembrandt","Golden-hour","Rim","Dappled","Leading-lines","MG-focus","Cropped","Looking-room","No","主角","悲傷","動作描述","Down","Turn","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","環境音","高潮配樂","空曠","Match-cut","J-cut","Fast","Climax","承","10","回落","視覺潛台詞描述","遮擋物","中景焦點","活動","溫馨","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S034","16","4","34","2.4","MLS","Canted","Tilt-down","Tele 135mm","Rack-focus","Soft-key","Butterfly","Warm-3200K","3-point","Harsh","Center","BG-focus","Breathing-room","Lead-left","No","配角","喜悅","動作描述","Up","Sit","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","高潮配樂","壓抑","J-cut","L-cut","Fast","Climax","承","9","回落","視覺潛台詞描述","無","中景焦點","城市景","神秘","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S035","16","4","35","4.0","LS","High-angle","Dolly-out","Macro","Split-diopter","Natural","Chiaroscuro","Neutral-5600K","Front","Soft","Dynamic-diagonal","Deep-all","Tight","Lead-right","No","群演","憤怒","動作描述","Distance","Stand","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","高潮配樂","溫馨","L-cut","Wipe","Fast","Climax","承","8","回落","視覺潛台詞描述","模糊前景","中景焦點","自然景","危險","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S036","16","4","36","2.2","ELS","Bird-eye","Truck-R","Wide 16mm","Deep","Practical","High-key","Cool-7000K","Side-L","Dramatic","Rule-of-thirds","Layered","Normal","Center","Yes","主角","恐懼","動作描述","Camera","Static","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","風聲","","安靜","Wipe","Iris","Slow","Release","承","6","餘韻","視覺潛台詞描述","框架元素","中景焦點","室內","壓抑","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S037","16","4","37","3.6","XLS","Oblique","Crane-down","Normal 35mm","Shallow","Mixed","Rembrandt","Mixed","Side-R","None","Symmetry","Split","Loose","Off-frame","No","配角","希望","動作描述","Off-L","Enter-L","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","","水聲","","嘈雜","Iris","Cut","Medium","Release","承","6","餘韻","視覺潛台詞描述","引導線","中景焦點","虛化","開闘","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E016_S038","16","4","38","2.5","OTS","Low-angle","Steadicam","Normal 50mm","Rack-focus","Hard-key","Butterfly","Golden-hour","Back","Dappled","Frame-within-frame","FG-focus","Cropped","Looking-room","No","群演","絕望","動作描述","Off-R","Enter-R","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","人群","","迴響","Cut","Dissolve","Fast","Release","承","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","活動","疏離","陳凱歌","中式留白","Intimate","Chiaroscuro lighting"
"E016_S039","16","4","39","3.3","POV","Worm-eye","Vertigo","Tele 85mm","Split-diopter","Soft-key","Chiaroscuro","Warm-3200K","Top","Harsh","Golden-ratio","MG-focus","Breathing-room","Lead-left","No","主角","平靜","動作描述","Down","Exit-L","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","機械","","空曠","Dissolve","Fade-in","Slow","Release","承","4","餘韻","視覺潛台詞描述","無","中景焦點","城市景","溫馨","陳凱歌","中式留白","Epic","Natural lighting"
"E016_S040","16","4","40","3.9","2Shot","Eye-level","Static","Tele 135mm","Deep","Natural","High-key","Neutral-5600K","Rim","Soft","Leading-lines","BG-focus","Tight","Lead-right","Yes","配角","驚訝","動作描述","Up","Exit-R","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","","腳步聲","背景配樂","壓抑","Fade-in","Fade-out","Medium","Release","承","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","自然景","神秘","陳凱歌","中式留白","Melancholic","High-key lighting"
"E016_S041","16","5","41","4.6","3Shot","Dutch","Pan-R","Macro","Shallow","Practical","Rembrandt","Cool-7000K","3-point","Dramatic","Center","Deep-all","Normal","Center","No","群演","糾結","動作描述","Distance","Cross","場景","日間","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","溫馨","Fade-out","Match-cut","Fast","Release","承","4","餘韻","視覺潛台詞描述","框架元素","中景焦點","室內","危險","陳凱歌","中式留白","Tense","Low-key lighting"
"E016_S042","16","5","42","4.6","Insert","Canted","Tilt-down","Wide 16mm","Rack-focus","Mixed","Butterfly","Mixed","Front","None","Dynamic-diagonal","Layered","Loose","Off-frame","No","主角","堅定","動作描述","Camera","Turn","場景","日間","雨天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","衣物","","安靜","Match-cut","J-cut","Slow","Release","承","4","餘韻","視覺潛台詞描述","引導線","中景焦點","虛化","壓抑","陳凱歌","中式留白","Hopeful","Rembrandt lighting"
"E016_S043","16","5","43","3.3","Reaction","High-angle","Dolly-out","Normal 35mm","Split-diopter","Hard-key","Chiaroscuro","Golden-hour","Side-L","Dappled","Rule-of-thirds","Split","Cropped","Looking-room","No","配角","迷茫","動作描述","Off-L","Sit","場景","日間","雪天","道具","服裝","灰藍冷色/戲服濃艷","","呼吸","","嘈雜","J-cut","L-cut","Medium","Release","承","4","餘韻","視覺潛台詞描述","遮擋物","中景焦點","活動","開闘","陳凱歌","中式留白","Desperate","Split lighting"
"E016_S044","16","5","44","3.6","ECU","Bird-eye","Truck-R","Normal 50mm","Deep","Soft-key","High-key","Warm-3200K","Side-R","Harsh","Symmetry","FG-focus","Breathing-room","Lead-left","Yes","群演","緊張","動作描述","Off-R","Stand","場景","日間","霧天","道具","服裝","灰藍冷色/戲服濃艷","","風聲","","迴響","L-cut","Wipe","Fast","Release","承","4","餘韻","視覺潛台詞描述","無","中景焦點","城市景","疏離","陳凱歌","中式留白","Serene","Butterfly lighting"
"E016_S045","16","5","45","2.8","BCU","Oblique","Crane-down","Tele 85mm","Shallow","Natural","Rembrandt","Neutral-5600K","Back","Soft","Frame-within-frame","MG-focus","Tight","Lead-right","No","主角","悲傷","動作描述","Down","Static","場景","日間","晴天","道具","服裝","灰藍冷色/戲服濃艷","對話內容","水聲","","空曠","Wipe","Iris","Slow","Release","承","4","餘韻","視覺潛台詞描述","模糊前景","中景焦點","自然景","溫馨","陳凱歌","中式留白","Chaotic","Silhouette lighting"
"E017_S001","17","1","1","2.4","MCU","Bird-eye","Dolly-in","Normal 35mm","Rack-focus","Hard-key","Split","Mixed","Side-L","None","Golden-ratio","FG-focus","Normal","Off-frame","No","配角","絕望","動作描述","Off-L","Enter-L","場景","黃昏","陰天","道具","服裝","灰藍冷色/戲服濃艷","","環境音","","嘈雜","Cut","Dissolve","Medium","Setup","承","2","鋪墊","視覺潛台詞描述","框架元素","中景焦點","虛化","開闘","陳凱歌","中式留白","Hopeful","Split lighting"
"E017_S002","17","1","2","4.6","MS","Oblique","Truck-L","Normal 50mm","Split-diopter","Soft-key","Silhouette","Golden-hour","Side-R","Dappled","Leading-lines","MG-focus","Loose","Looking-room","No","群演","平靜","動作描述","Off-R","Enter-R","場景","黃昏","雨天","道具","服裝","灰藍冷色/戲服濃艷","","衣物","","迴響","Dissolve","Fade-in","Fast","Setup","承","2","鋪墊","視覺潛台詞描述","引導線","中景焦點","活動","疏離","陳凱歌","中式留白","Desperate","Butterfly lighting"
