shot_id,episode,shot_number,duration,shot_type,camera,character,emotion,action,dialogue,scene,time_period,lighting,color_palette,ai_prompt
S0389,13,29,2.0,中景,拉远,小豆子,倔强,换装 - 人戏不分开始,师哥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 换装 - 人戏不分开始, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0390,13,30,6.2,全景,环绕,小豆子,倔强,抬眼 - 小豆子终于念对,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 抬眼 - 小豆子终于念对, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, full shot, 晨曦微光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0391,14,1,5.0,俯拍,横移,小豆子,委屈,对视 - 师兄们惊艳,娘...,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 对视 - 师兄们惊艳, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, high angle shot, 烛火摇曳, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0392,14,2,7.4,大全景,斯坦尼康,小豆子,渴望,转身 - 小石头欣慰,娘...,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 转身 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, wide establishing shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0393,14,3,7.8,全景,跟拍,小豆子,倔强,行走 - 第一次完整扮演虞姬,,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),油灯暖光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 行走 - 第一次完整扮演虞姬, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, full shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0394,14,4,7.1,大全景,斯坦尼康,小石头,豪爽,俯身 - 师兄们惊艳,,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),晨曦微光,琥珀,"young boy, strong build, protective stance, loyal, 豪爽 expression, 俯身 - 师兄们惊艳, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, wide establishing shot, 晨曦微光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0395,14,5,2.3,过肩镜头,拉远,小石头,义气,落座 - 小石头欣慰,豆子，好好练，咱们一块儿成角儿。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,淡金,"young boy, strong build, protective stance, loyal, 义气 expression, 落座 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, over-the-shoulder shot, 烛火摇曳, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0396,14,6,4.3,近景,推进,小豆子,痴迷,换装 - 第一次完整扮演虞姬,娘...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 痴迷 expression, 换装 - 第一次完整扮演虞姬, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, close-up shot, 晨曦微光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0397,14,7,3.4,全景,固定,小石头,保护欲,落座 - 师兄们惊艳,别怕，有我呢。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),油灯暖光,淡金,"young boy, strong build, protective stance, loyal, 保护欲 expression, 落座 - 师兄们惊艳, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, full shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0398,14,8,5.4,特写,横移,小石头,义气,落座 - 小石头欣慰,,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),油灯暖光,老照片褐,"young boy, strong build, protective stance, loyal, 义气 expression, 落座 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, extreme close-up shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0399,14,9,4.4,大全景,推进,小石头,无奈,低头 - 第一次完整扮演虞姬,别怕，有我呢。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),晨曦微光,暖黄,"young boy, strong build, protective stance, loyal, 无奈 expression, 低头 - 第一次完整扮演虞姬, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, wide establishing shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0400,14,10,4.5,中景,手持晃动,小豆子,渴望,起舞 - 师兄们惊艳,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 起舞 - 师兄们惊艳, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0401,14,11,6.2,过肩镜头,推进,小豆子,倔强,换装 - 小石头欣慰,娘...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 换装 - 小石头欣慰, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 晨曦微光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0402,14,12,6.2,仰拍,手持晃动,小豆子,渴望,回望 - 第一次完整扮演虞姬,师哥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 回望 - 第一次完整扮演虞姬, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, low angle shot, 晨曦微光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0403,14,13,6.9,中景,环绕,小石头,粗犷,落座 - 师兄们惊艳,我保护你。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,暖黄,"young boy, strong build, protective stance, loyal, 粗犷 expression, 落座 - 师兄们惊艳, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0404,14,14,5.6,中景,跟拍,小石头,无奈,仰望 - 小石头欣慰,,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),油灯暖光,老照片褐,"young boy, strong build, protective stance, loyal, 无奈 expression, 仰望 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, medium shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0405,14,15,6.4,特写,固定,小豆子,渴望,落座 - 第一次完整扮演虞姬,师哥...,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 落座 - 第一次完整扮演虞姬, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, extreme close-up shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0406,14,16,2.6,俯拍,固定,小豆子,委屈,起身 - 师兄们惊艳,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 起身 - 师兄们惊艳, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 烛火摇曳, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0407,14,17,6.7,主观镜头,斯坦尼康,小豆子,恐惧,转身 - 小石头欣慰,我本是男儿郎，又不是女娇娥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 转身 - 小石头欣慰, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, POV shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0408,14,18,7.5,近景,环绕,小石头,豪爽,唱戏 - 第一次完整扮演虞姬,我保护你。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, strong build, protective stance, loyal, 豪爽 expression, 唱戏 - 第一次完整扮演虞姬, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, close-up shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0409,14,19,4.3,俯拍,跟拍,小豆子,痴迷,站立 - 师兄们惊艳,娘...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 痴迷 expression, 站立 - 师兄们惊艳, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0410,14,20,6.2,主观镜头,跟拍,小豆子,委屈,转身 - 小石头欣慰,娘...,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 转身 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, POV shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0411,14,21,4.4,过肩镜头,推进,小石头,无奈,拭泪 - 第一次完整扮演虞姬,豆子，好好练，咱们一块儿成角儿。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, strong build, protective stance, loyal, 无奈 expression, 拭泪 - 第一次完整扮演虞姬, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0412,14,22,2.2,全景,跟拍,小石头,无奈,落座 - 师兄们惊艳,别怕，有我呢。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),晨曦微光,暖黄,"young boy, strong build, protective stance, loyal, 无奈 expression, 落座 - 师兄们惊艳, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, full shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0413,14,23,7.7,中景,横移,小豆子,倔强,握拳 - 小石头欣慰,,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 握拳 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, medium shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0414,14,24,7.8,全景,跟拍,小石头,义气,转身 - 第一次完整扮演虞姬,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, strong build, protective stance, loyal, 义气 expression, 转身 - 第一次完整扮演虞姬, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, full shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0415,14,25,4.5,主观镜头,跟拍,小石头,保护欲,挥手 - 师兄们惊艳,别怕，有我呢。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),晨曦微光,淡金,"young boy, strong build, protective stance, loyal, 保护欲 expression, 挥手 - 师兄们惊艳, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, POV shot, 晨曦微光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0416,14,26,5.3,全景,横移,小豆子,渴望,拭泪 - 小石头欣慰,娘...,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),晨曦微光,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 拭泪 - 小石头欣慰, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, full shot, 晨曦微光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0417,14,27,4.8,俯拍,横移,小石头,义气,化妆 - 第一次完整扮演虞姬,别怕，有我呢。,科班宿舍 - 大通铺，破旧被褥，小油灯微光,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, strong build, protective stance, loyal, 义气 expression, 化妆 - 第一次完整扮演虞姬, set in 科班宿舍 - 大通铺，破旧被褥，小油灯微光, high angle shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0418,14,28,2.7,过肩镜头,横移,小豆子,倔强,转身 - 师兄们惊艳,我不改！,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 转身 - 师兄们惊艳, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0419,14,29,4.5,过肩镜头,跟拍,小石头,豪爽,挥手 - 小石头欣慰,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,琥珀,"young boy, strong build, protective stance, loyal, 豪爽 expression, 挥手 - 小石头欣慰, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0420,14,30,5.8,中景,手持晃动,小豆子,恐惧,落座 - 第一次完整扮演虞姬,我本是男儿郎，又不是女娇娥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 落座 - 第一次完整扮演虞姬, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 烛火摇曳, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0421,15,1,4.8,俯拍,拉远,小石头,义气,练功 - 配合默契,别怕，有我呢。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,淡金,"young boy, strong build, protective stance, loyal, 义气 expression, 练功 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0422,15,2,3.3,主观镜头,手持晃动,小豆子,委屈,"行走 - ""说好的，一辈子""",我不改！,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 行走 - ""说好的，一辈子"", set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, POV shot, 晨曦微光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0423,15,3,6.3,中景,推进,小石头,无奈,换装 - 二人首次合演《霸王别姬》,豆子，好好练，咱们一块儿成角儿。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, strong build, protective stance, loyal, 无奈 expression, 换装 - 二人首次合演《霸王别姬》, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0424,15,4,3.6,近景,手持晃动,小石头,粗犷,挥手 - 配合默契,豆子，好好练，咱们一块儿成角儿。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, strong build, protective stance, loyal, 粗犷 expression, 挥手 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, close-up shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0425,15,5,5.3,俯拍,跟拍,小石头,保护欲,"拭泪 - ""说好的，一辈子""",豆子，好好练，咱们一块儿成角儿。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,琥珀,"young boy, strong build, protective stance, loyal, 保护欲 expression, 拭泪 - ""说好的，一辈子"", set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0426,15,6,4.8,俯拍,斯坦尼康,小豆子,倔强,抬眼 - 二人首次合演《霸王别姬》,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 抬眼 - 二人首次合演《霸王别姬》, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 油灯暖光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0427,15,7,6.0,特写,环绕,小豆子,痴迷,回望 - 配合默契,我本是男儿郎，又不是女娇娥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 痴迷 expression, 回望 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, extreme close-up shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0428,15,8,2.3,过肩镜头,固定,小豆子,恐惧,"化妆 - ""说好的，一辈子""",,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 化妆 - ""说好的，一辈子"", set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0429,15,9,2.0,主观镜头,手持晃动,小豆子,恐惧,对视 - 二人首次合演《霸王别姬》,,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 对视 - 二人首次合演《霸王别姬》, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, POV shot, 烛火摇曳, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0430,15,10,6.8,俯拍,环绕,小豆子,委屈,唱戏 - 配合默契,我本是男儿郎，又不是女娇娥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 唱戏 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0431,15,11,7.4,特写,手持晃动,小豆子,倔强,"站立 - ""说好的，一辈子""",我本是男儿郎，又不是女娇娥...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 站立 - ""说好的，一辈子"", set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, extreme close-up shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0432,15,12,3.0,俯拍,跟拍,小石头,粗犷,换装 - 二人首次合演《霸王别姬》,我保护你。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,琥珀,"young boy, strong build, protective stance, loyal, 粗犷 expression, 换装 - 二人首次合演《霸王别姬》, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, high angle shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0433,15,13,2.3,主观镜头,固定,小豆子,倔强,仰望 - 配合默契,娘...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 仰望 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, POV shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0434,15,14,3.2,中景,拉远,小石头,粗犷,"起身 - ""说好的，一辈子""",别怕，有我呢。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,琥珀,"young boy, strong build, protective stance, loyal, 粗犷 expression, 起身 - ""说好的，一辈子"", set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, medium shot, 晨曦微光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0435,15,15,4.3,过肩镜头,横移,小豆子,倔强,行走 - 二人首次合演《霸王别姬》,娘...,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),晨曦微光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 行走 - 二人首次合演《霸王别姬》, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, over-the-shoulder shot, 晨曦微光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0436,15,16,2.4,近景,横移,小石头,保护欲,挥手 - 配合默契,豆子，好好练，咱们一块儿成角儿。,科班小戏台 - 简陋木质戏台，红布帘，供学徒练习,民国初年 (1924-1937),油灯暖光,琥珀,"young boy, strong build, protective stance, loyal, 保护欲 expression, 挥手 - 配合默契, set in 科班小戏台 - 简陋木质戏台，红布帘，供学徒练习, close-up shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
