"shot_id","episode","scene_num","duration","shot_type","camera_angle","camera_movement","character","emotion","action","location","dialogue","Image_Prompt","Video_Prompt"
"E030_S035","30","5","2.2","LS","Worm-eye","Truck-L","程蝶衣","憤怒","流淚","各場景","我沒變","Film-grain, LS shot, Worm-eye, 程蝶衣, 憤怒, 流淚, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 程蝶衣 流淚, 憤怒 mood, 各場景, low-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E030_S036","30","5","3.5","ELS","Worm-eye","Truck-R","段小樓","憤怒","流淚","各場景","","Film-grain, ELS shot, Worm-eye, 段小樓, 憤怒, 流淚, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 段小樓 流淚, 憤怒 mood, 各場景, low-key lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E030_S037","30","5","4.0","OTS","Worm-eye","Crane-up","段小樓","抉擇","關鍵動作","各場景","","Film-grain, OTS shot, Worm-eye, 段小樓, 抉擇, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 段小樓 關鍵動作, 抉擇 mood, 各場景, low-key lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E030_S038","30","5","2.9","POV","Worm-eye","Crane-down","程蝶衣","覺醒","關鍵動作","各場景","","Film-grain, POV shot, Worm-eye, 程蝶衣, 覺醒, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 程蝶衣 關鍵動作, 覺醒 mood, 各場景, low-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E030_S039","30","5","3.8","2Shot","Worm-eye","Handheld","段小樓","抉擇","轉變","各場景","","Film-grain, 2Shot shot, Worm-eye, 段小樓, 抉擇, 轉變, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 段小樓 轉變, 抉擇 mood, 各場景, low-key lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E030_S040","30","5","4.0","ECU","Worm-eye","Steadicam","程蝶衣","崩潰","轉變","各場景","我本是男兒郎","Film-grain, ECU shot, Worm-eye, 程蝶衣, 崩潰, 轉變, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 程蝶衣 轉變, 崩潰 mood, 各場景, low-key lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S001","31","1","2.4","CU","Eye-level","Pan-L","管場人","懷舊","緩步走來","現代劇院","","Film-grain, CU shot, Eye-level, 管場人, 懷舊, 緩步走來, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 管場人 緩步走來, 懷舊 mood, 現代劇院, low-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S002","31","1","2.1","MCU","Eye-level","Pan-R","段小樓","滄桑","對話交談","現代劇院","","Film-grain, MCU shot, Eye-level, 段小樓, 滄桑, 對話交談, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 段小樓 對話交談, 滄桑 mood, 現代劇院, low-key lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S003","31","1","3.5","MS","Eye-level","Tilt-up","段小樓","滄桑","緩步走來","現代劇院","","Film-grain, MS shot, Eye-level, 段小樓, 滄桑, 緩步走來, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 段小樓 緩步走來, 滄桑 mood, 現代劇院, low-key lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S004","31","1","2.6","MLS","Eye-level","Tilt-down","管場人","疏離","環顧四周","現代劇院","","Film-grain, MLS shot, Eye-level, 管場人, 疏離, 環顧四周, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 管場人 環顧四周, 疏離 mood, 現代劇院, low-key lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S005","31","1","3.2","LS","Eye-level","Dolly-in","小豆子","畏怯","躲避搭訕","北平廟會","臭婊子","Film-grain, LS shot, Eye-level, 小豆子, 畏怯, 躲避搭訕, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子 躲避搭訕, 畏怯 mood, 北平廟會, low-key lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S006","31","1","3.5","ELS","Eye-level","Dolly-out","商販","畏怯","張望","北平廟會","","Film-grain, ELS shot, Eye-level, 商販, 畏怯, 張望, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 商販 張望, 畏怯 mood, 北平廟會, low-key lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S007","31","1","2.5","OTS","High-angle","Truck-L","小豆子娘","市井","牽手走路","北平廟會","","Film-grain, OTS shot, High-angle, 小豆子娘, 市井, 牽手走路, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 小豆子娘 牽手走路, 市井 mood, 北平廟會, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S008","31","1","2.1","POV","High-angle","Truck-R","小豆子娘","畏怯","牽手走路","北平廟會","","Film-grain, POV shot, High-angle, 小豆子娘, 畏怯, 牽手走路, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, POV shot, 小豆子娘 牽手走路, 畏怯 mood, 北平廟會, low-key lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S009","31","2","2.7","2Shot","High-angle","Crane-up","關師傅","堅毅","偷看","關家科班","","Film-grain, 2Shot shot, High-angle, 關師傅, 堅毅, 偷看, 關家科班, 黃昏, low-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, 2Shot shot, 關師傅 偷看, 堅毅 mood, 關家科班, low-key lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S010","31","2","3.6","ECU","High-angle","Crane-down","學徒們","威嚴","偷看","關家科班","打死我也不跑了","Film-grain, ECU shot, High-angle, 學徒們, 威嚴, 偷看, 關家科班, 黃昏, low-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, ECU shot, 學徒們 偷看, 威嚴 mood, 關家科班, low-key lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S011","31","2","2.7","CU","High-angle","Handheld","學徒們","麻木","揮打","關家科班","","Film-grain, CU shot, High-angle, 學徒們, 麻木, 揮打, 關家科班, 黃昏, low-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, CU shot, 學徒們 揮打, 麻木 mood, 關家科班, low-key lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S012","31","2","2.9","MCU","High-angle","Steadicam","學徒們","堅毅","偷看","關家科班","","Film-grain, MCU shot, High-angle, 學徒們, 堅毅, 偷看, 關家科班, 黃昏, low-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, MCU shot, 學徒們 偷看, 堅毅 mood, 關家科班, low-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S013","31","2","2.9","MS","High-angle","Drone","小豆子娘","痛楚","按刀","胡同磨刀攤","","Film-grain, MS shot, High-angle, 小豆子娘, 痛楚, 按刀, 胡同磨刀攤, 日間, low-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, MS shot, 小豆子娘 按刀, 痛楚 mood, 胡同磨刀攤, low-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S014","31","2","2.5","MLS","Low-angle","Static","小豆子","決絕","擁抱","胡同磨刀攤","","Film-grain, MLS shot, Low-angle, 小豆子, 決絕, 擁抱, 胡同磨刀攤, 日間, low-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","MLS shot, 小豆子 擁抱, 決絕 mood, 胡同磨刀攤, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S015","31","2","3.3","LS","Low-angle","Pan-L","小豆子娘","痛楚","按刀","胡同磨刀攤","娘，我手冷","Film-grain, LS shot, Low-angle, 小豆子娘, 痛楚, 按刀, 胡同磨刀攤, 日間, low-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, LS shot, 小豆子娘 按刀, 痛楚 mood, 胡同磨刀攤, low-key lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S016","31","2","3.1","ELS","Low-angle","Pan-R","小豆子娘","決絕","掙扎","胡同磨刀攤","","Film-grain, ELS shot, Low-angle, 小豆子娘, 決絕, 掙扎, 胡同磨刀攤, 日間, low-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ELS shot, 小豆子娘 掙扎, 決絕 mood, 胡同磨刀攤, low-key lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S017","31","3","3.8","OTS","Low-angle","Tilt-up","關師傅","懇求","跪地","關家堂屋","","Film-grain, OTS shot, Low-angle, 關師傅, 懇求, 跪地, 關家堂屋, 黃昏, low-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, OTS shot, 關師傅 跪地, 懇求 mood, 關家堂屋, low-key lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S018","31","3","2.4","POV","Low-angle","Tilt-down","關師傅","審視","顫抖","關家堂屋","","Film-grain, POV shot, Low-angle, 關師傅, 審視, 顫抖, 關家堂屋, 黃昏, low-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, POV shot, 關師傅 顫抖, 審視 mood, 關家堂屋, low-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S019","31","3","2.5","2Shot","Low-angle","Dolly-in","小豆子娘","審視","跪地","關家堂屋","","Film-grain, 2Shot shot, Low-angle, 小豆子娘, 審視, 跪地, 關家堂屋, 黃昏, low-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, 2Shot shot, 小豆子娘 跪地, 審視 mood, 關家堂屋, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S020","31","3","3.0","ECU","Low-angle","Dolly-out","小豆子","恐懼","檢查","關家堂屋","沒吃戲飯的命","Film-grain, ECU shot, Low-angle, 小豆子, 恐懼, 檢查, 關家堂屋, 黃昏, low-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ECU shot, 小豆子 檢查, 恐懼 mood, 關家堂屋, low-key lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S021","31","3","3.4","CU","Dutch","Truck-L","師兄弟們","友愛","唱腔","練功房","","Film-grain, CU shot, Dutch, 師兄弟們, 友愛, 唱腔, 練功房, 各時段, low-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, CU shot, 師兄弟們 唱腔, 友愛 mood, 練功房, low-key lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S022","31","3","2.5","MCU","Dutch","Truck-R","小石頭","堅持","唱腔","練功房","","Film-grain, MCU shot, Dutch, 小石頭, 堅持, 唱腔, 練功房, 各時段, low-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, MCU shot, 小石頭 唱腔, 堅持 mood, 練功房, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S023","31","3","3.9","MS","Dutch","Crane-up","小豆子","堅持","唱腔","練功房","","Film-grain, MS shot, Dutch, 小豆子, 堅持, 唱腔, 練功房, 各時段, low-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, MS shot, 小豆子 唱腔, 堅持 mood, 練功房, low-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S024","31","3","2.2","MLS","Dutch","Crane-down","小石頭","堅持","壓腿","練功房","","Film-grain, MLS shot, Dutch, 小石頭, 堅持, 壓腿, 練功房, 各時段, low-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, MLS shot, 小石頭 壓腿, 堅持 mood, 練功房, low-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S025","31","4","3.4","LS","Dutch","Handheld","程蝶衣","入戲","對唱","戲園子","虞兮虞兮奈若何","Film-grain, LS shot, Dutch, 程蝶衣, 入戲, 對唱, 戲園子, 夜間, low-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, LS shot, 程蝶衣 對唱, 入戲 mood, 戲園子, low-key lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S026","31","4","2.2","ELS","Dutch","Steadicam","程蝶衣","霸氣","舞劍","戲園子","","Film-grain, ELS shot, Dutch, 程蝶衣, 霸氣, 舞劍, 戲園子, 夜間, low-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ELS shot, 程蝶衣 舞劍, 霸氣 mood, 戲園子, low-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S027","31","4","3.9","OTS","Dutch","Drone","段小樓","霸氣","亮相","戲園子","","Film-grain, OTS shot, Dutch, 段小樓, 霸氣, 亮相, 戲園子, 夜間, low-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, OTS shot, 段小樓 亮相, 霸氣 mood, 戲園子, low-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S028","31","4","2.5","POV","Bird-eye","Static","觀眾","癡迷","亮相","戲園子","","Film-grain, POV shot, Bird-eye, 觀眾, 癡迷, 亮相, 戲園子, 夜間, low-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","POV shot, 觀眾 亮相, 癡迷 mood, 戲園子, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S029","31","4","3.9","2Shot","Bird-eye","Pan-L","段小樓","糾結","化妝","後台化妝間","","Film-grain, 2Shot shot, Bird-eye, 段小樓, 糾結, 化妝, 後台化妝間, 夜間, low-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, 2Shot shot, 段小樓 化妝, 糾結 mood, 後台化妝間, low-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S030","31","4","2.8","ECU","Bird-eye","Pan-R","段小樓","糾結","化妝","後台化妝間","師哥","Film-grain, ECU shot, Bird-eye, 段小樓, 糾結, 化妝, 後台化妝間, 夜間, low-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ECU shot, 段小樓 化妝, 糾結 mood, 後台化妝間, low-key lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S031","31","4","2.4","CU","Bird-eye","Tilt-up","段小樓","隱忍","對話","後台化妝間","","Film-grain, CU shot, Bird-eye, 段小樓, 隱忍, 對話, 後台化妝間, 夜間, low-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, CU shot, 段小樓 對話, 隱忍 mood, 後台化妝間, low-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S032","31","4","3.4","MCU","Bird-eye","Tilt-down","程蝶衣","深情","對話","後台化妝間","","Film-grain, MCU shot, Bird-eye, 程蝶衣, 深情, 對話, 後台化妝間, 夜間, low-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MCU shot, 程蝶衣 對話, 深情 mood, 後台化妝間, low-key lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S033","31","5","2.9","MS","Bird-eye","Dolly-in","段小樓","憤怒","流淚","各場景","","Film-grain, MS shot, Bird-eye, 段小樓, 憤怒, 流淚, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, MS shot, 段小樓 流淚, 憤怒 mood, 各場景, low-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S034","31","5","3.7","MLS","Bird-eye","Dolly-out","段小樓","絕望","摔門","各場景","","Film-grain, MLS shot, Bird-eye, 段小樓, 絕望, 摔門, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, MLS shot, 段小樓 摔門, 絕望 mood, 各場景, low-key lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S035","31","5","2.5","LS","Worm-eye","Truck-L","程蝶衣","憤怒","流淚","各場景","我沒變","Film-grain, LS shot, Worm-eye, 程蝶衣, 憤怒, 流淚, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 程蝶衣 流淚, 憤怒 mood, 各場景, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S036","31","5","2.5","ELS","Worm-eye","Truck-R","程蝶衣","憤怒","流淚","各場景","","Film-grain, ELS shot, Worm-eye, 程蝶衣, 憤怒, 流淚, 各場景, 各時段, low-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 程蝶衣 流淚, 憤怒 mood, 各場景, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S037","31","5","4.0","OTS","Worm-eye","Crane-up","程蝶衣","覺醒","關鍵動作","各場景","","Film-grain, OTS shot, Worm-eye, 程蝶衣, 覺醒, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 程蝶衣 關鍵動作, 覺醒 mood, 各場景, low-key lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S038","31","5","2.5","POV","Worm-eye","Crane-down","段小樓","崩潰","關鍵動作","各場景","","Film-grain, POV shot, Worm-eye, 段小樓, 崩潰, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 段小樓 關鍵動作, 崩潰 mood, 各場景, low-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S039","31","5","2.8","2Shot","Worm-eye","Handheld","程蝶衣","抉擇","關鍵動作","各場景","","Film-grain, 2Shot shot, Worm-eye, 程蝶衣, 抉擇, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 程蝶衣 關鍵動作, 抉擇 mood, 各場景, low-key lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E031_S040","31","5","2.4","ECU","Worm-eye","Steadicam","段小樓","崩潰","關鍵動作","各場景","我本是男兒郎","Film-grain, ECU shot, Worm-eye, 段小樓, 崩潰, 關鍵動作, 各場景, 各時段, low-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 段小樓 關鍵動作, 崩潰 mood, 各場景, low-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S001","32","1","3.6","CU","Eye-level","Pan-L","管場人","懷舊","緩步走來","現代劇院","","Film-grain, CU shot, Eye-level, 管場人, 懷舊, 緩步走來, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 管場人 緩步走來, 懷舊 mood, 現代劇院, low-key lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S002","32","1","2.3","MCU","Eye-level","Pan-R","段小樓","懷舊","環顧四周","現代劇院","","Film-grain, MCU shot, Eye-level, 段小樓, 懷舊, 環顧四周, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 段小樓 環顧四周, 懷舊 mood, 現代劇院, low-key lighting, cinematic, 2.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S003","32","1","3.9","MS","Eye-level","Tilt-up","段小樓","疏離","對話交談","現代劇院","","Film-grain, MS shot, Eye-level, 段小樓, 疏離, 對話交談, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 段小樓 對話交談, 疏離 mood, 現代劇院, low-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S004","32","1","3.0","MLS","Eye-level","Tilt-down","段小樓","滄桑","環顧四周","現代劇院","","Film-grain, MLS shot, Eye-level, 段小樓, 滄桑, 環顧四周, 現代劇院, 日間, low-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 段小樓 環顧四周, 滄桑 mood, 現代劇院, low-key lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S005","32","1","3.0","LS","Eye-level","Dolly-in","小豆子","決絕","躲避搭訕","北平廟會","可想死我嘍","Film-grain, LS shot, Eye-level, 小豆子, 決絕, 躲避搭訕, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子 躲避搭訕, 決絕 mood, 北平廟會, low-key lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S006","32","1","2.7","ELS","Eye-level","Dolly-out","小豆子娘","決絕","躲避搭訕","北平廟會","","Film-grain, ELS shot, Eye-level, 小豆子娘, 決絕, 躲避搭訕, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 小豆子娘 躲避搭訕, 決絕 mood, 北平廟會, low-key lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E032_S007","32","1","3.8","OTS","High-angle","Truck-L","小豆子","決絕","牽手走路","北平廟會","","Film-grain, OTS shot, High-angle, 小豆子, 決絕, 牽手走路, 北平廟會, 日間, low-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 小豆子 牽手走路, 決絕 mood, 北平廟會, low-key lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
