shot_id,episode,画面描述,视频描述,Image_Prompt,Video_Prompt
"E002_S008",2,"特写镜头。汤婆婆巨大的手握着羽毛笔，在一张发光的契约上签下名字。随后，她伸手抓住千寻的手腕，另一只手的手指发出紫色光芒，点在千寻的额头上。千寻痛苦地闭上眼睛，她脑海中“荻野千寻”的名字仿佛被无形的力量从记忆深处抽离、撕碎。与此同时，契约上浮现出新的名字“千”（小千）。光影在千寻脸上剧烈闪烁，象征着她身份的剥夺与重塑。氛围痛苦而魔幻。","一系列快速剪辑的特写（CU和ECU）组合。1. 羽毛笔签名的特写。2. 汤婆婆抓住千寻手腕的特写。3. 紫色光芒点在千寻额头的极端特写（ECU）。4. 千寻紧闭双眼、表情痛苦的特写。镜头之间有快速的闪光转场效果。总时长4秒，节奏紧凑，富有冲击力。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, series of extreme close-ups and close-ups. 1. Yubaba's large hand signing a glowing contract with a quill. 2. Yubaba grabbing Chihiro's wrist. 3. Yubaba's finger emitting purple light touching Chihiro's forehead. 4. Chihiro's face in pain, eyes tightly closed, as her name is being stolen. Magical, painful, dramatic lighting. Cinematic, 8K, film grain, --ar 16:9 --sref 1863909815","Cinematic sequence of close-up and extreme close-up shots, quick cuts with flash transitions, showing the signing of the contract and the stealing of Chihiro's name, 4 seconds, intense, magical, and dramatic."
"E002_S009",2,"夜晚的汤屋世界，巨大的日式建筑群灯火通明，悬浮在幽暗的水面之上，蒸汽缭绕。千寻站在一座石桥上，身体半透明，脸上带着恐惧和迷茫。白龙（以少年形态）站在她面前，月光勾勒出他清冷的身影。他伸出手，掌心托着一颗发着微光的红色药丸。背景是宏伟而诡异的汤屋，窗户里透出温暖的灯光，与千寻的处境形成对比。吉卜力风格的柔和光影，色彩以深蓝、靛青和温暖的橙黄为主，充满梦幻感。","镜头以中景固定机位开始，对准桥上的千寻和白龙。白龙递出药丸时，镜头缓慢向前推进（Slow Dolly Push），聚焦于药丸和千寻犹豫接过的特写。时长4秒，节奏舒缓而庄重，带有一种仪式感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, night scene, a translucent girl (Chihiro) standing on a stone bridge, a young boy (Haku) offering a glowing red pill, the magnificent and steamy bathhouse in the background, moonlight, cinematic, 8K, film grain, detailed expressions of fear and determination, deep blue and warm orange color palette, --ar 16:9 --sref 1863909815","Cinematic medium shot, slow dolly push into a close-up of the glowing pill, 4 seconds, solemn and mysterious atmosphere, Ghibli style lighting."
"E002_S010",2,"千寻服下药丸后，身体逐渐恢复实体，她惊讶地看着自己重新变得清晰的双手。白龙站在一旁，表情严肃但眼神中带着一丝关切。他指向桥下远处那通往汤屋的、陡峭得令人眩晕的木质长梯。长梯在夜色中向下延伸，没入蒸汽和灯火之中，看起来既危险又充满诱惑。画面色彩从千寻身上的暖色调过渡到长梯的冷色调，光影对比强烈。","镜头从千寻手部的特写拉出（Pull Out），变为中景，展示她和白龙。随着白龙指向长梯，镜头快速摇摄（Whip Pan）至长梯的远景，模拟千寻的视线转移。时长3秒，节奏先缓后急，制造悬念。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Chihiro looking at her now solid hands with relief, Haku pointing sternly towards a steep, endless wooden staircase leading down to the bathhouse, night, steam, dramatic lighting contrast between warm and cool tones, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815","Close-up pull out to medium shot, then a quick whip pan to a long shot of the daunting staircase, 3 seconds, suspenseful, following character's gaze."
"E002_S011",2,"千寻独自一人站在长梯的顶端，巨大的汤屋建筑在她下方显得更加庞大。她深吸一口气，眼神从恐惧转为坚定。她开始小心翼翼地走下第一级台阶。吉卜力风格的广角镜头，夸张了楼梯的纵深感和高度，让观众感受到千寻的渺小与勇气。背景是繁星点点的夜空和汤屋的点点灯火。","镜头采用极低角度仰拍（Extreme Low Angle），从楼梯底部向上看千寻，突出她的孤立和高处的危险感。然后镜头变为跟随（Follow Shot），与千寻同步向下移动，保持中景。时长5秒，节奏缓慢而沉重，每一步都充满重量感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, low angle view from the bottom of a steep staircase, Chihiro a tiny figure at the top, taking her first step down, determined expression, the massive bathhouse looming below, starry night sky, cinematic, 8K, film grain, exaggerated perspective, --ar 16:9 --sref 1863909815","Extreme low angle shot transitioning into a slow follow shot down the stairs, 5 seconds, tense and weighty, emphasizing the scale and Chihiro's resolve."
"E002_S012",2,"汤屋内部，巨大的锅炉房。这里充满机械的轰鸣声、蒸汽和煤灰。无数黑色的煤球精灵（ススワタリ）忙碌地搬运着煤块。中央是巨大的锅炉和错综复杂的管道。锅炉爷爷——一个有着多只手臂、坐在中央操控台前的老人——正在忙碌。小玲，一个穿着工作服、扎着头巾的年轻女子，正不耐烦地指挥着煤球精灵。环境色调偏暗，但锅炉的火光带来温暖的橙色光斑。","镜头以锅炉房的大远景（Extreme Long Shot）开始，展示其宏伟和混乱的全貌。然后镜头快速下降并推进（Crane Down + Dolly In），穿过蒸汽和忙碌的煤球精灵，最终定格在锅炉爷爷和小玲的中景。时长6秒，节奏快速、充满动感，营造出工作场所的繁忙景象。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, interior of a massive steampunk boiler room, countless soot sprites (Susuwatari) carrying coal, Boiler爷爷 with multiple arms working at his console, Lin directing them impatiently, dark atmosphere with warm orange highlights from furnace fire, cinematic, 8K, film grain, busy and detailed, --ar 16:9 --sref 1863909815","Extreme long shot of the boiler room, crane down and dolly in through steam and activity to a medium shot of Boiler爷爷 and Lin, 6 seconds, fast-paced and dynamic, establishing the setting."
"E002_S013",2,"千寻怯生生地推开锅炉房的门，探进半个身子。她的出现与这里的环境格格不入。锅炉爷爷和小玲同时转过头看向她。锅炉爷爷透过厚厚的眼镜投来审视的目光，小玲则是一脸惊讶和嫌弃。千寻紧张地鞠躬，结结巴巴地说明来意。画面焦点在千寻身上，背景的锅炉房略微虚化，突出她的陌生与不安。","镜头采用千寻的主观视角（POV Shot）推开门，看到锅炉房内部。然后切回千寻的过肩镜头（Over-the-Shoulder Shot），从她的背后拍摄锅炉爷爷和小玲的反应。最后镜头平移（Pan）到千寻的正面近景，捕捉她紧张的表情。时长4秒，剪辑节奏由探索转为对峙。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Chihiro peeking nervously through a door into the boiler room, Boiler爷爷 and Lin turning to look at her with surprise and scrutiny, Chihiro bowing awkwardly, soft focus on the background, cinematic, 8K, film grain, expressive faces, --ar 16:9 --sref 1863909815","POV shot pushing the door open, then over-the-shoulder shot of Boiler爷爷 and Lin, pan to close-up of Chihiro's nervous face, 4 seconds, shifting from exploration to tension."
"E002_S014",2,"在锅炉爷爷和小玲的帮助下（锅炉爷爷用蜘蛛丝般的线为千寻织了一双鞋，小玲决定带她去见汤婆婆），千寻跟在小玲身后，穿过汤屋华丽而诡异的走廊。走廊两侧是精致的日式移门，偶尔有奇形怪状的神灵或员工经过，投来好奇或冷漠的目光。千寻紧紧跟着小玲，既害怕又好奇地打量着周围的一切。光影透过纸门变得柔和迷离。","镜头采用跟随推进（Follow Push），始终保持在千寻和小玲身后的中景位置，跟随她们在走廊中前行。镜头随着她们的步伐有轻微的晃动，模拟手持跟拍感，增加临场感和紧张感。时长5秒，节奏平稳但带有窥视感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Chihiro following closely behind Lin through an ornate, mysterious corridor of the bathhouse, strange spirits and employees in the background, soft light filtering through paper doors, Chihiro looking around with a mix of fear and curiosity, cinematic, 8K, film grain, detailed environment, --ar 16:9 --sref 1863909815","Follow push shot from behind Chihiro and Lin as they walk down the corridor, slight handheld camera shake, 5 seconds, immersive and tense, exploring the bathhouse."
"E002_S015",2,"汤婆婆奢华而巨大的办公室。汤婆婆本人是一个体型肥胖、戴着大量珠宝、发型夸张的魔女，她正坐在一张巨大的办公桌后，处理着文件。当小玲带着千寻进来时，汤婆婆抬起头，用锐利而傲慢的眼神打量千寻。房间内堆满了金银财宝和魔法物品，色彩华丽而俗气，与千寻的朴素形成强烈对比。光线从高处窗户射下，在汤婆婆身上形成威严的顶光。","镜头先是一个办公室的大远景，展示其奢华和汤婆婆的渺小（对比房间）。然后镜头急速向前推近（Fast Dolly In），最终定格在汤婆婆脸部的特写上，她的眼睛锐利地看向镜头（即千寻）。时长4秒，推镜速度快，制造压迫感和威慑力。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, luxurious and cluttered office of Yubaba, Yubaba, a large witch with extravagant hair and jewelry, sitting at a giant desk, looking up with a sharp, disdainful gaze, top lighting creating dramatic shadows, Chihiro and Lin small in the foreground, cinematic, 8K, film grain, rich and gaudy colors, --ar 16:9 --sref 1863909815","Wide shot of the office, fast dolly in to an extreme close-up of Yubaba's intimidating eyes, 4 seconds, powerful and oppressive, establishing her authority."
"E002_S016",2,"千寻站在汤婆婆巨大的办公桌前，仰视着对方，尽管害怕得发抖，但依然大声而清晰地请求一份工作。汤婆婆发出刺耳的笑声，嘲弄她的弱小。随后，汤婆婆施展魔法，一份发光的契约卷轴和一支巨大的羽毛笔出现在桌上。她强迫千寻签下名字。当千寻写下‘荻野千寻’时，名字从契约上飞起，被汤婆婆抓住并吞下。千寻瞬间感到一阵眩晕和空洞。汤婆婆宣布：‘从今以后，你就叫小千！’ 千寻（小千）的眼神变得有些迷茫。","镜头在千寻的仰拍视角（Low Angle）和汤婆婆的俯拍视角（High Angle）之间来回切换（Shot-Reverse Shot），形成权力对比。签契约时，镜头聚焦于飞舞的名字和汤婆婆吞下的动作特写。最后以千寻（小千）失神的面部特写结束。时长8秒，节奏由紧张对话转为魔幻时刻，再归于寂静的失落。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Chihiro looking up fearfully at the towering Yubaba, Yubaba laughing mockingly, a magical contract scroll and quill on the desk, the characters '荻野千寻' flying off the paper and into Yubaba's mouth, Chihiro's expression turning blank and lost after losing her name, dramatic top lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815","Shot-reverse shot between low angle of Chihiro and high angle of Yubaba, close-up on the magical name stealing, ending with a close-up of Chihiro's lost expression, 8 seconds, dramatic power struggle and magical transformation."
"E002_S017",2,"汤屋世界入口，陡峭的木质长梯向下延伸，消失在氤氲的蒸汽与夜色中。千寻站在楼梯顶端，身体因恐惧而微微颤抖，但眼神中已有一丝坚定。白龙的身影在远处屋顶一闪而过，留下一个鼓励的眼神。背景是灯火通明的巨大汤屋建筑群，暖黄色的灯光与深蓝色的夜空形成对比，蒸汽如薄纱般缭绕。宫崎骏风格的柔和光影，营造出既梦幻又令人不安的氛围。","镜头从千寻的背部近景开始，缓慢向前推，越过她的肩膀，展示下方深不见底的楼梯与远处的汤屋。这是一个主观视角的推进镜头，模拟千寻向下看的视线，持续4秒。镜头运动缓慢而沉重，强调楼梯的陡峭与未知的恐惧。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, a young girl (Chihiro) standing at the top of a steep, endless wooden staircase leading down into a mystical bathhouse world at night, steam rising, distant warm lights of the bathhouse, deep blue sky, her back view showing determination and fear, ethereal atmosphere, --ar 16:9 --sref 1863909815","Cinematic shot, over-the-shoulder view, slow dolly push forward, looking down the steep staircase into the misty bathhouse, 4 seconds, atmospheric and suspenseful, Ghibli style."
"E002_S018",2,"千寻小心翼翼地走下楼梯的中段。木质台阶老旧，发出轻微的吱呀声。两侧是布满青苔的石墙和奇异的发光植物。她的影子被身后高处的灯光拉得很长，投射在台阶上。画面色彩以深绿、灰褐和暖黄为主，蒸汽在光线中形成丁达尔效应。她的表情专注，每一步都踏得异常谨慎，体现了她内心的紧张与对未知的敬畏。","侧面跟拍镜头。摄像机与千寻保持平行，以中景跟随她下楼的脚步。镜头有轻微的上下起伏，模拟行走的节奏。持续3秒。随后镜头缓慢下移，短暂特写她紧抓扶手的小手和谨慎落下的脚。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, medium shot side view of Chihiro carefully descending a steep, old wooden staircase in a mystical world, mossy stone walls, glowing plants, steam illuminated by light from above, long shadows, focused and nervous expression, --ar 16:9 --sref 1863909815","Cinematic follow shot, medium shot, tracking alongside Chihiro as she walks down the stairs, slight camera bounce to match steps, 3 seconds, tense and careful movement."
"E002_S019",2,"锅炉房内部全景。一个巨大、错综复杂的空间，布满无数管道、齿轮和正在工作的煤炭精灵。中央是一个巨大的锅炉，锅炉爷爷坐在高处，操控着多只机械手臂。环境昏暗，主要光源来自锅炉的炉火和零星的灯笼，将一切染上橙红与深褐的色调。小玲正在一旁忙碌。整个场景充满机械的韵律感和温暖的劳作氛围。","镜头从锅炉房门口向内缓慢推进，以一个低角度仰拍展示空间的宏伟与复杂。推进过程中，前景有飘过的蒸汽和忙碌的煤炭精灵。镜头运动持续5秒，最终定格在锅炉爷爷和小玲的中景上。节奏沉稳，充满探索感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, wide shot interior of the boiler room, giant intricate boiler with pipes and gears, Kamaji the boiler man operating multiple arms, Lin working nearby, many soot sprites, warm glow from furnace and lanterns, dark atmospheric tones, --ar 16:9 --sref 1863909815","Cinematic opening shot, wide shot, slow dolly push into the boiler room from a low angle, revealing the vast and intricate space, 5 seconds, atmospheric and wondrous."
"E002_S020",2,"千寻怯生生地站在锅炉房门口，与庞大的环境形成鲜明对比。锅炉爷爷停下工作，用多只眼睛打量着她。小玲转过头，露出惊讶又略带不耐烦的表情。千寻被眼前的景象震撼，嘴巴微张，双手紧张地握在身前。炉火的光芒在她脸上跳跃，照亮了她眼中的不安与好奇。画面焦点在千寻脸上，背景的锅炉爷爷和小玲略微虚化。","固定机位中景。镜头正对千寻，捕捉她进入陌生环境时的第一反应。持续2秒后，镜头非常缓慢地变焦推近，聚焦于她脸上复杂的表情（从震撼到畏惧再到一丝恳求）。总时长4秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, medium close-up of Chihiro standing at the entrance of the boiler room, looking up in awe and fear, warm light from the furnace flickering on her face, Kamaji and Lin in the slightly blurred background looking at her, detailed expression of apprehension and curiosity, --ar 16:9 --sref 1863909815","Cinematic shot, medium close-up, slow zoom in on Chihiro's face, capturing her reaction to the boiler room, 4 seconds, emotional and intimate."
"E002_S021",2,"汤婆婆奢华而诡异的办公室。汤婆婆巨大的身躯窝在堆满珠宝和契约的办公桌后，她戴着夸张的戒指，正用锐利的目光审视着被小玲带来的千寻。房间装饰浮夸，有闪烁的宝石和飘动的魔法羽毛。千寻显得无比渺小，站在房间中央，仰头看着汤婆婆，双手紧紧抓着衣角。光线从上方射下，在汤婆婆脸上形成威严的阴影，而千寻则处于相对明亮但无助的光区中。","镜头先是一个俯拍大远景，强调千寻的渺小与房间的压迫感。然后镜头快速下移并推近，变为一个极端的低角度仰拍，以千寻的视角仰望汤婆婆，突出汤婆婆的强大与威慑力。镜头运动充满力量感，时长3秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, low angle shot from Chihiro's perspective looking up at Yubaba, who is looming behind a giant desk covered in jewels and contracts, Yubaba's severe expression, dramatic lighting casting shadows, Chihiro tiny in the foreground, opulent and intimidating office, --ar 16:9 --sref 1863909815","Cinematic shot, extreme low angle, quick dolly push up towards Yubaba from Chihiro's POV, 3 seconds, powerful and intimidating."
"E002_S022",2,"特写：汤婆婆的手拿着一支巨大的羽毛笔，正强行握住千寻颤抖的手，在一张发光的羊皮纸契约上签名。千寻的手显得小而脆弱，汤婆婆的手则布满皱纹和力量。羽毛笔划过纸面，留下金色的墨迹。契约上的文字闪烁着奇异的光芒。画面充满魔法的细节和紧张感，色彩对比强烈（汤婆婆手的深色与契约的金光）。","极近距离特写镜头，固定在签名的手部动作上。镜头有非常轻微的颤抖，模拟千寻手的抖动。持续3秒。可以听到羽毛笔的沙沙声和千寻紧张的呼吸声。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, extreme close-up of hands, Yubaba's large, wrinkled hand forcefully guiding Chihiro's small, trembling hand to sign a glowing contract with a giant quill, golden ink on parchment, magical details, high contrast lighting, tense atmosphere, --ar 16:9 --sref 1863909815","Cinematic extreme close-up, fixed on the hands signing the contract, slight camera shake to emulate trembling, 3 seconds, tense and magical."
"E002_S023",2,"千寻（即将成为小千）的面部大特写。在她签下名字的瞬间，她的眼睛猛然睁大，瞳孔收缩，仿佛有某种无形的力量从契约中抽出，汇入她的眉心。她原本清晰的面容瞬间模糊了一刹那，仿佛“千寻”的存在被短暂抹去。光影在她脸上剧烈变幻，背景是汤婆婆得意的模糊笑容。画面充满超现实和令人心碎的情绪冲击。","固定机位大特写，牢牢锁定千寻的脸。利用光影和轻微的变形特效（在视频生成中提示）来表现名字被夺走的瞬间。时长2.5秒。镜头静止，让所有情绪通过演员（角色）的表演传递。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, extreme close-up on Chihiro's face, her eyes wide with shock and realization as her name is taken, magical light swirling around her head, her identity momentarily blurring, Yubaba's smug smile in the out-of-focus background, heartbreaking expression, --ar 16:9 --sref 1863909815","Cinematic extreme close-up, static shot on Chihiro's face, magical light effect as her name is stolen, 2.5 seconds, emotional and surreal."
"E002_S024",2,"汤婆婆将签好的契约卷起，魔法般使其消失。她俯视着眼前眼神空洞的女孩，用洪亮而不容置疑的声音宣布：“从今天起，你叫小千。” 千寻——现在是小千——缓缓低下头，看着自己空空的双手，原本写有自己名字的工牌现在一片空白。她身处于宏伟办公室的中央，却显得无比孤独。窗外汤屋的灯火通明，与她内心的失落形成对比。柔和的吉卜力水彩光影，为这一幕染上淡淡的哀伤。","镜头从汤婆婆宣布名字的中景，缓慢拉远并略微升高，变成一个俯拍的中远景，将小千孤独的身影置于空旷办公室的中央。拉镜头的速度很慢，带有一种仪式感和疏离感，持续4秒。最后定格在她低头看手的孤独剪影上。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, high angle medium long shot of Chihiro (now Sen) standing alone in the center of Yubaba's large office, head bowed, looking at her empty hands, Yubaba in the background, warm lights of the bathhouse outside the window, feeling of loneliness and loss, soft watercolor tones, --ar 16:9 --sref 1863909815","Cinematic shot, medium long shot, slow pedestal up and pull back to reveal Sen alone in the office, 4 seconds, melancholic and isolating."
"E002_S025",2,"千寻站在汤屋世界边缘的木质平台上，身后是来时那片神秘的草原和远山，前方则是深不见底、灯火通明的汤屋建筑群。夜色已深，深蓝色的天幕上挂着几颗星星，汤屋的暖黄色灯光与蒸汽形成朦胧的光晕。千寻穿着白色T恤和短裤，身体微微发抖，但眼神中带着一丝被白龙鼓舞后的坚定。她手中紧握着白龙给的药丸，光影在她脸上投下犹豫与决心的交织。氛围是孤独与未知，但有一线希望。","镜头从千寻的侧后方中景开始，固定机位，持续2秒，强调她与身后世界的告别。随后镜头缓慢向左平移，跟随千寻的视线，展示她前方那令人望而生畏、陡峭向下延伸的木质长梯，以及下方庞大、蒸汽缭绕的汤屋全景。镜头运动平稳而略带沉重感，总时长4秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, night scene, Chihiro standing on a wooden platform at the edge of the spirit world, looking down at the enormous, steamy bathhouse (Aburaya) below, deep blue sky with stars, warm yellow lights from the bathhouse creating a hazy glow, Chihiro in white T-shirt and shorts holding a small pill, determined yet apprehensive expression, cinematic, 8K, film grain, detailed background, atmospheric, --ar 16:9 --sref 1863909815","Cinematic shot, medium shot from behind Chihiro, slow pan left to reveal the daunting wooden staircase and the sprawling bathhouse below, 4 seconds, atmospheric night, Ghibli style, soft lighting."
"E002_S026",2,"千寻的视角（POV）。画面是陡峭得近乎垂直的木质长梯，梯级老旧，边缘磨损，向下延伸消失在蒸腾的白色雾气中。两侧是粗糙的岩石墙壁，挂着一些发着幽光的灯笼。雾气使得视线模糊，只能隐约看到下方汤屋建筑复杂的屋顶和闪烁的窗户。这个视角充满压迫感和眩晕感，仿佛要坠入一个未知的深渊。光影对比强烈，灯笼的暖光与深蓝的阴影交织。","第一人称主观镜头。镜头模拟千寻向下看的视角，轻微晃动以表现她的紧张和眩晕。镜头本身固定，但通过画面内容（陡峭的楼梯）营造下坠感。持续3秒。可作为下一个镜头的前置。","Ghibli anime style, Hayao Miyazaki, first-person view (POV), looking down an extremely steep, old wooden staircase descending into thick white steam and mist, glowing lanterns on rough rock walls on either side, the bottom of the stairs disappears into the fog, faint lights of the bathhouse below, sense of vertigo and depth, cinematic, 8K, film grain, atmospheric lighting, --ar 16:9 --sref 1863909815","POV shot, Chihiro's perspective looking down the steep bathhouse staircase, static camera but with vertigo-inducing composition, 3 seconds, atmospheric steam and fog, Ghibli style."
"E002_S027",2,"千寻小心翼翼地走在长梯上，双手紧紧抓住一侧粗糙的木质扶手。她身体微微后倾，每一步都试探着落下。从她的中近景侧面拍摄，可以看到她紧绷的侧脸和专注的眼神。背景是快速掠过的岩壁和灯笼的光斑，因镜头运动而模糊，突出速度感和紧张感。环境光主要来自灯笼，在她身上投下跳跃的暖色光影。氛围是紧张、小心翼翼的探索。","跟拍镜头。镜头在千寻侧前方，与她保持同步向下的运动速度，进行跟随推进（Follow Push）。景别保持中近景，焦点始终在千寻脸上。镜头有轻微的上下颠簸，模拟行走在楼梯上的节奏。时长为4秒。","Ghibli anime style, Hayao Miyazaki, medium close-up side view of Chihiro carefully descending a steep wooden staircase, her hands gripping the rough handrail tightly, focused and nervous expression, warm light from passing lanterns flickering on her face, motion blur in the background of rock walls, cinematic, 8K, film grain, dynamic composition, --ar 16:9 --sref 1863909815","Following shot, medium close-up of Chihiro, camera pushes forward while matching her descent speed, slight camera bounce to simulate walking, 4 seconds, tense atmosphere, Ghibli style."
"E002_S028",2,"锅炉房内部全景。一个巨大、错综复杂的空间，布满无数管道、齿轮、转轮和冒着蒸汽的锅炉。暖色调为主，火光和锅炉的红光映照出金属的光泽和木头的纹理。房间中央，锅炉爷爷坐在他的工作台前，他有六条长长的手臂，忙碌地操控着各种机关。煤灰精灵（ススワタリ）像黑色小煤球一样滚来滚去搬运煤块。整个场景繁忙、嘈杂但有一种奇异的秩序感。千寻小小的身影站在门口，显得格格不入。","镜头以固定广角开始，展示锅炉房震撼的全景，持续2秒。随后镜头缓慢向前推进，穿过忙碌的煤灰精灵和蒸汽，将视觉重心引导至中央的锅炉爷爷。推进速度平稳，带有一种探索和揭示感。总时长5秒。","Ghibli anime style, Hayao Miyazaki, wide shot inside the boiler room, vast space filled with intricate pipes, gears, wheels, and steaming boilers, warm glow from furnace fires, Kamaji (Boiler Grandpa) with six long arms working at his central station, soot sprites (Susuwatari) rolling around carrying coal, Chihiro seen small in the foreground doorway looking in, detailed and busy environment, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815","Cinematic wide shot, slow dolly push into the bustling boiler room, revealing Kamaji and the soot sprites, 5 seconds, warm atmospheric lighting, Ghibli style."
"E003_S001",3,"清晨，汤屋锅炉房外的木质走廊。阳光透过纸窗，在光洁的木地板上投下温暖的光斑。小千（千寻）穿着汤屋女侍的蓝色工作服，正笨拙地端着一个比她身体还宽的巨大木盆，里面装满了待洗的毛巾。她眉头紧锁，身体微微后仰，努力保持平衡，但盆里的水还是晃了出来，打湿了她的裙摆和地板。背景中，其他穿着同样服饰的青蛙和侍女妖怪们步履轻盈地穿梭，与她形成鲜明对比。整个画面笼罩在吉卜力特有的柔和光晕中，色彩温暖明亮，充满晨间的活力与一丝手忙脚乱的可爱。","镜头以固定机位中景开始，对准走廊入口。小千端着盆从右侧入画，镜头随即向左缓慢平移跟拍（Pan Left），跟随她踉跄的脚步约5秒。镜头节奏平缓，略带一点摇晃感，以模拟她端着重物的不稳定。当水洒出时，镜头轻微下摇（Tilt Down）聚焦水渍，再抬起回到小千懊恼的表情上。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, morning light, interior of a traditional Japanese bathhouse (Sento), wooden corridor with paper windows, a young girl (Chihiro) in a blue maid kimono struggling to carry a huge wooden basin filled with towels, water spilling on the floor, other frog and spirit servants in the background moving gracefully, warm and bright color palette, cinematic, 8K, film grain, detailed background, --ar 16:9 --sref 1863909815","Cinematic medium shot, slow pan left following Chihiro as she struggles to carry a basin, 5 seconds, morning atmosphere, gentle camera movement, Ghibli style animation."
"E003_S002",3,"汤屋华丽而拥挤的大厅。巨大的吊灯散发着暖黄色的光，空气中弥漫着水汽和熏香的味道。形形色色的妖怪客人熙熙攘攘。突然，入口处的厚重布帘被猛地掀开，一个巨大的、被黑色粘稠淤泥完全覆盖的身影（腐烂神）缓缓挪入。淤泥不断滴落，在地板上留下恶臭的痕迹。所有妖怪瞬间安静下来，惊恐地捂住口鼻后退，形成一个真空地带。腐烂神的身形臃肿不堪，散发着不祥的暗绿色和褐色光芒，与大厅温暖的色调形成强烈对比，气氛瞬间从喧闹转为压抑和恐惧。","镜头从大厅内部的一个高角度俯拍（High Angle Shot）开始，展示热闹的全景。随着布帘掀开的动静，镜头快速变焦（Zoom In）并下摇（Tilt Down）至入口处。腐烂神入画时，镜头改为缓慢的后拉（Dolly Out），同时伴随轻微的逆时针滚转（Camera Roll），模拟众人视线因震惊和厌恶而产生的眩晕感，时长约6秒。背景音效从喧闹骤降至寂静。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, interior of a grand, crowded bathhouse hall, warm yellow light from chandeliers, steam and incense in the air, diverse yokai (spirits) guests, a massive figure (Stink Spirit) completely covered in thick, black, dripping sludge entering through the curtain, all spirits recoiling in horror, contrasting colors between warm hall and dark sludge, cinematic, 8K, film grain, atmospheric, --ar 16:9 --sref 1863909815","Cinematic high angle wide shot, zoom in and tilt down to the entrance, then slow dolly out with slight counter-clockwise roll as the Stink Spirit enters, 6 seconds, sudden shift from lively to tense atmosphere, Ghibli style."
"E003_S003",3,"汤婆婆奢华而杂乱的顶楼办公室。汤婆婆巨大的头颅俯视着下方瑟瑟发抖的小千。小千低着头，双手紧张地攥着衣角。汤婆婆的羽毛笔在账簿上划动，她以不容置疑的口吻下达命令，嘴角带着一丝恶意的戏谑。窗外是汤屋的夜景，星星点点。办公室内堆满了金银财宝和魔法道具，光影在汤婆婆脸上投下变幻的阴影，凸显其权威与压迫感。小千小小的身影在巨大的办公桌前显得无比渺小和无助。","镜头以过肩镜头（Over-the-Shoulder Shot）开始，从汤婆婆的肩膀后看向小千，强调压迫感。保持3秒后，镜头缓慢环绕（Orbit）汤婆婆的头部半圈，最终停在一个略微仰拍（Low Angle）的角度，聚焦她下达命令的威严表情，时长4秒。镜头运动平稳但带有分量感，配合汤婆婆低沉的声音。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, Yubaba's luxurious and cluttered office at night, Yubaba's giant head looking down, Chihiro standing small and nervous in front of the giant desk, piles of gold and magical items around, night view through the window, dramatic lighting casting shadows on Yubaba's face, cinematic, 8K, film grain, detailed textures, --ar 16:9 --sref 1863909815","Cinematic over-the-shoulder shot of Yubaba, slow orbit around Yubaba's head to a low angle close-up, 4 seconds, oppressive and authoritative mood, Ghibli style animation."
